0,1,2
3350.611,1,75551053
3352.098,1,75747795
3353.585,1,75875578
3355.072,1,76051428
3356.558,1,76218316
3358.044,1,76428727
3359.530,1,76623639
3361.016,1,76795081
3362.501,1,76950945
3363.986,1,77148416
3365.471,1,77307118
3366.955,1,77471497
3368.439,1,77670241
3369.923,1,77811055
3371.406,1,78038734
3372.889,1,78183267
3374.372,1,78351481
3375.854,1,78514471
3377.336,1,78585640
3378.818,1,78793552
3380.300,1,78772514
3381.781,1,78958133
3383.262,1,79006397
3384.743,1,79112844
3386.223,1,79181685
3387.703,1,79257312
3389.183,1,79240059
3390.662,1,79276933
3392.141,1,79341274
3393.620,1,79319207
3395.098,1,79388270
3396.577,1,79415373
3398.054,1,79486964
3399.532,1,79526344
3401.009,1,79537310
3402.486,1,79566457
3403.963,1,79617591
3405.439,1,79585808
3406.915,1,79211145
3408.391,1,79562368
3409.866,1,79537240
3411.342,1,79498034
3412.816,1,79410949
3414.291,1,79361419
3415.765,1,79303756
3417.239,1,79194700
3418.713,1,79134278
3420.186,1,79005025
3421.659,1,78910828
3423.132,1,78778199
3424.604,1,78586341
3426.076,1,78367942
3427.548,1,78146842
3429.020,1,77941282
3430.491,1,77704949
3431.962,1,77542077
3433.432,1,77278768
3434.903,1,77071330
3436.373,1,76876056
3437.842,1,76672425
3439.312,1,76477567
3440.781,1,76302036
3442.250,1,76122834
3443.718,1,75859981
3445.186,1,75631634
3446.654,1,75332699
3448.122,1,75064841
3449.589,1,74800948
3451.056,1,74539037
3452.523,1,74222916
